review/profileName,review/time,review/overall,review/taste,review/palate,review/appearance,beer/name,beer/style,beer/beerId
CelticBrew,1259366400,13/20,7/10,4/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
radiomgb,1258675200,14/20,6/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
jkwalking05,1257552000,13/20,7/10,4/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
sigma23,1256774400,14/20,7/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
msante79,1256688000,14/20,7/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
ucusty,1256342400,14/20,7/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
beercamel,1255564800,12/20,7/10,3/5,2/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
travita,1255132800,13/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
ChazMania,1254960000,15/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
angrypirate06,1254096000,15/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
gyllenbock,1253577600,13/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
thirdeye11,1253318400,11/20,5/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
swoopjones,1252627200,12/20,6/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
bu11zeye,1251936000,13/20,7/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
blutt59,1251676800,12/20,7/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
ilovedarkbeer,1251676800,12/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
Cavie,1251504000,12/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
Rynoplasty,1251504000,14/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
BMan1113VR,1251417600,14/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
omhper,1251331200,14/20,8/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
jcos,1251158400,14/20,6/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
GJF,1249862400,15/20,7/10,3/5,2/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
hombrepalo,1245110400,11/20,5/10,2/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
BeerBunker,1244764800,10/20,4/10,2/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
HonkeyBra,1244505600,11/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
jstraw,1244160000,16/20,8/10,4/5,5/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
ben4321,1242604800,12/20,5/10,2/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
lushawn,1241136000,13/20,7/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
johnnyoski,1240790400,14/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
TearsforBeers,1240531200,14/20,7/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
timmy300,1236556800,16/20,7/10,4/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
weitz15,1236556800,6/20,3/10,2/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
arrogantb,1235347200,14/20,6/10,4/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
lithy,1235347200,15/20,7/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
Block,1234483200,14/20,6/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
decaturstevo,1234224000,12/20,6/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
SpringsLicker,1234051200,12/20,6/10,3/5,4/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
tronraner,1234051200,13/20,7/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
Butters,1233964800,12/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
Dogbrick,1231113600,15/20,6/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
JaBier,1231113600,14/20,7/10,3/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
jake65,1227744000,8/20,4/10,2/5,3/5,Barley Island Barfly IPA,India Pale Ale (IPA),58511
cb,1090972800,13/20,6/10,3/5,3/5,Barley Island Maibock,Heller Bock,25286
hotstuff,1059868800,12/20,7/10,3/5,4/5,Barley Island Maibock,Heller Bock,25286
burgerlicious,1058313600,9/20,5/10,3/5,4/5,Barley Island Maibock,Heller Bock,25286
WallyWalrus,1187913600,11/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Elizavyeta,1187913600,15/20,7/10,3/5,5/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
1FastSTi,1186444800,13/20,7/10,4/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
muzzlehatch,1185148800,10/20,5/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
sneagrams3,1184284800,10/20,6/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
mgumby10,1183939200,9/20,4/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
rshah16,1183420800,9/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
badgerben,1182988800,13/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Duster72,1182384000,15/20,7/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
BDR,1181692800,14/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
shrubber85,1180828800,14/20,7/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
OhioDad,1178236800,12/20,7/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
nolankowal,1178150400,15/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
sliffy,1177977600,14/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
screigh,1176681600,10/20,4/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
LilKem,1174435200,12/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
vyvvy,1174435200,8/20,3/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
thegreenrooster,1172793600,12/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
doubelknv3,1172448000,10/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
jpm30,1172016000,13/20,7/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
patrick767,1171929600,12/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
MI2CA,1160438400,14/20,5/10,4/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
EithCubes,1158278400,13/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Dickinsonbeer,1156723200,12/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
RAYBOY01,1155427200,11/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
keoki182,1155427200,14/20,7/10,3/5,5/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
frankenkitty,1154908800,12/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Cornfield,1154908800,11/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
MrRomero,1150934400,13/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
ToadMan,1150761600,12/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Headbanger,1149984000,10/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Tmoney99,1145923200,12/20,6/10,4/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
mocarmel,1142208000,12/20,6/10,4/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
antzman,1138492800,14/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
BBB63,1137801600,13/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
AlchemistZ,1133395200,14/20,7/10,4/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
atpayne,1127865600,11/20,4/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
TheDean,1116720000,12/20,5/10,2/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
canary dog,1116720000,15/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
igneous1,1115164800,11/20,5/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Lubiere,1103328000,11/20,6/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
heemer77,1093046400,13/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Skip,1081900800,5/20,3/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Gusler,1068940800,15/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
JoeM500,1065744000,8/20,4/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
aobecksy,1061251200,5/20,3/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
thedm,1061078400,9/20,4/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
hotstuff,1059868800,10/20,5/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
tmongoose,1324857600,13/20,6/10,4/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Garito793,1324425600,11/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Ratman197,1323993600,12/20,5/10,4/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
rubbishystuff,1319846400,11/20,4/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
topherh,1315180800,11/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Fratto,1309478400,10/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Narnad,1303084800,16/20,7/10,5/5,5/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
msante79,1302307200,14/20,8/10,4/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
DickJohnson,1298937600,14/20,7/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Beerowulf,1297900800,13/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
DavoleBomb,1297123200,14/20,7/10,4/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
thirdeye11,1293753600,10/20,5/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
MapleCity219,1292025600,12/20,6/10,4/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
bu11zeye,1291248000,13/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Mora2000,1290902400,11/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Cavie,1290556800,11/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Frank,1290470400,9/20,5/10,1/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
blutt59,1290470400,11/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
nwiseman,1285804800,10/20,5/10,2/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
benpickens,1283472000,15/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
danielcurtis81,1282608000,15/20,6/10,2/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
wnoble,1281398400,13/20,6/10,4/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Ryan82SM,1279152000,9/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
lovemyipas,1269993600,14/20,7/10,4/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
ohspartyfan,1269648000,10/20,5/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
queenholly,1268092800,12/20,5/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
misterbeer,1268092800,16/20,8/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
kiefdog,1266969600,12/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
DrnkMcDermott,1265500800,13/20,6/10,3/5,5/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
esjaygee,1261008000,12/20,6/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
DJMonarch,1258934400,12/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
hogan873,1258675200,12/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
deyholla,1256515200,13/20,8/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
ucusty,1256342400,10/20,5/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
beercamel,1255824000,10/20,3/10,1/5,2/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
omhper,1252281600,12/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Cletus,1250640000,14/20,7/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
drowland,1250208000,13/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
gws57,1249776000,14/20,7/10,5/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Elkas,1247443200,14/20,5/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Onslow,1246838400,14/20,7/10,4/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Rynoplasty,1246752000,12/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
jstraw,1245888000,9/20,5/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
kddewees,1245801600,7/20,3/10,1/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
jimmack34,1244419200,13/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
NobleSquirrel,1242172800,12/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
lushawn,1238371200,12/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
LarvalChemist,1236470400,14/20,7/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
weitz15,1234915200,10/20,5/10,3/5,2/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Block,1234396800,8/20,4/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
trevor211,1232928000,13/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
jcr,1227139200,10/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
jcwattsrugger,1220313600,13/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Acknud,1219017600,11/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
StFun,1214179200,10/20,5/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
phishpond417,1213142400,11/20,7/10,2/5,2/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
beerbill,1209772800,12/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
JPDIPSO,1208995200,11/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
tomthompson89,1206662400,13/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Strykzone,1205280000,12/20,6/10,4/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Unique69crazy,1205020800,14/20,7/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
markas101,1204675200,11/20,7/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
CP,1203552000,13/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
TheBeerOrg,1203465600,13/20,6/10,4/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
DWestrick,1202428800,12/20,6/10,3/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Nuffield,1196553600,11/20,7/10,2/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
thomasacross,1192579200,9/20,4/10,4/5,4/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
kp,1188604800,11/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
Optigon,1188432000,10/20,6/10,3/5,3/5,Barley Island Dirty Helen Brown Ale,Brown Ale,19690
kp,1188604800,12/20,6/10,3/5,4/5,Barley Island Rust Belt Porter,Porter,19692
ultraspank,1185062400,15/20,9/10,4/5,3/5,Barley Island Rust Belt Porter,Porter,19692
Tmoney99,1146009600,14/20,6/10,4/5,4/5,Barley Island Rust Belt Porter,Porter,19692
mocarmel,1142208000,10/20,5/10,4/5,4/5,Barley Island Rust Belt Porter,Porter,19692
MI2CA,1141430400,14/20,5/10,3/5,4/5,Barley Island Rust Belt Porter,Porter,19692
jahughey,1127260800,5/20,3/10,2/5,3/5,Barley Island Rust Belt Porter,Porter,19692
YourDarkLord,1122249600,13/20,7/10,3/5,5/5,Barley Island Rust Belt Porter,Porter,19692
canary dog,1116720000,16/20,7/10,4/5,3/5,Barley Island Rust Belt Porter,Porter,19692
Dogbrick,1074211200,14/20,7/10,4/5,4/5,Barley Island Rust Belt Porter,Porter,19692
thedm,1061078400,13/20,7/10,4/5,4/5,Barley Island Rust Belt Porter,Porter,19692
hotstuff,1059868800,12/20,8/10,5/5,5/5,Barley Island Rust Belt Porter,Porter,19692
burgerlicious,1058313600,15/20,7/10,3/5,5/5,Barley Island Rust Belt Porter,Porter,19692
mocarmel,1161907200,10/20,5/10,3/5,4/5,Barley Island Cask Ale,Bitter,25951
thedm,1061078400,8/20,4/10,3/5,3/5,Barley Island Cask Ale,Bitter,25951
hotstuff,1060214400,12/20,6/10,4/5,4/5,Barley Island Cask Ale,Bitter,25951
sneagrams3,1282953600,11/20,6/10,2/5,3/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
StFun,1231804800,14/20,7/10,3/5,3/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
tjthresh,1215734400,14/20,7/10,4/5,3/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
TheBeerOrg,1198627200,14/20,7/10,4/5,4/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
Duster72,1182384000,14/20,8/10,4/5,3/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
MI2CA,1178236800,15/20,5/10,4/5,4/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
Tmoney99,1146096000,12/20,5/10,3/5,4/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
thedm,1061078400,14/20,7/10,5/5,3/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
hotstuff,1059868800,13/20,5/10,4/5,4/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
burgerlicious,1058313600,8/20,4/10,2/5,4/5,Barley Island Belgian Witbier,Belgian White (Witbier),25285
Tmoney99,1296518400,15/20,7/10,4/5,4/5,Barley Island Humbugger Christmas Ale,Spice/Herb/Vegetable,138014
PLundsgaard,1318118400,14/20,6/10,3/5,4/5,Barley Island Franken Imperial Stout,Imperial Stout,100381
MI2CA,1252800000,15/20,7/10,4/5,4/5,Barley Island Franken Imperial Stout,Imperial Stout,100381
hopscotch,1245888000,14/20,7/10,4/5,3/5,Barley Island Franken Imperial Stout,Imperial Stout,100381
patrick767,1245801600,12/20,6/10,3/5,4/5,Barley Island Franken Imperial Stout,Imperial Stout,100381
EithCubes,1237334400,10/20,5/10,3/5,4/5,Barley Island Franken Imperial Stout,Imperial Stout,100381
StFun,1236556800,15/20,7/10,3/5,3/5,Barley Island Franken Imperial Stout,Imperial Stout,100381
shrubber85,1180656000,14/20,8/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
padrefan98,1180396800,13/20,7/10,3/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
tupalev,1179964800,15/20,8/10,3/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
fordest,1179532800,14/20,6/10,3/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
OhioDad,1178668800,15/20,7/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
LilKem,1174780800,16/20,8/10,4/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
redlem,1173916800,11/20,4/10,2/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
thegreenrooster,1172793600,14/20,6/10,3/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
EithCubes,1168214400,11/20,6/10,3/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
hopscotch,1166745600,12/20,7/10,3/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
vyvvy,1165968000,14/20,6/10,3/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
Terminus,1165881600,14/20,6/10,3/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
BBB63,1161907200,14/20,7/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
NachlamSie,1161129600,14/20,7/10,3/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
patrick767,1160179200,13/20,6/10,3/5,5/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
tronraner,1156636800,14/20,7/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
kimcgolf,1149897600,14/20,6/10,4/5,5/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
apoptosis,1148774400,13/20,7/10,4/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
notalush,1148774400,13/20,7/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
Headbanger,1146960000,13/20,6/10,3/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
hopdog,1144540800,13/20,6/10,2/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
sliffy,1142380800,11/20,5/10,2/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
mocarmel,1142208000,11/20,6/10,3/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
pnista,1139875200,11/20,4/10,2/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
tcruicks,1139875200,14/20,6/10,2/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
HoppyHoosier,1139788800,15/20,7/10,3/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
MI2CA,1139184000,15/20,6/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
antzman,1138492800,11/20,7/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
mamabeer,1136505600,16/20,8/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
jaymobrown,1136419200,15/20,7/10,3/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
julrey,1135123200,18/20,9/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
jahughey,1127260800,16/20,7/10,4/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
egajdzis,1122768000,15/20,7/10,3/5,4/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
RateandPillage,1122163200,10/20,5/10,3/5,3/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
YourDarkLord,1118880000,14/20,7/10,3/5,5/5,Barley Island Brass Knuckles Oatmeal Stout,Sweet Stout,30306
