text,description,parent_asin,review_title,verified_purchase,rating,product_title,id
This personalized wall sign came out perfect!!! I absolutely love it!,"['You\'re looking at a personalized wood sign! The sign is made using a two tone stain finish on 3/4"" Solid Pine that\'s finished with a sealer. Each sign includes a sawtooth hanger on the back for quick and easy hanging. Notice the 3D lettering and images that pop right out of the sign. This unique and beautifully crafted sign is truly one of a kind. Such a wonderful gift for an anniversary or a newly married couple. Every sign is handmade out of premium quality pine. We do not consider knots a flaw or defect in the sign. Knots and wood grain will vary from piece to piece, but adds to the beauty and originality of the sign. It simply shows the natural characteristics within the wood. We finish our signs with an indoor/outdoor sealer but do not recommend placing outdoors in the direct elements. The harsh wind, snow, rain, and sun can take its toll on the sign over time. Provide partial protection from these elements if placed outside. Please message us if you have any questions. Thank you!']",B01MSSMYZO,Absolutely beautiful,True,5.0,Personalized Family Name Sign Personalized Wedding Gifts Wall Art Rustic Home Decor Custom Carved Wooden Signs Couples 5 Year Anniversary Gift,17136
"I bought 3 an love them all, be sure to follow instructions exact.","['Do you love everything monogrammed? We surely do! This beautiful vinyl monogram looks great and can be placed on your car, computer, phone case, or any hard non-porous surface. This decal is not intended for use on fabric.', 'The split letter will correspond to the first letter of the submitted text (If name is ""Smith"", the letter will be an ""S""). If you would like the split letter to be different, use the optional field when ordering to specify the letter.', 'If placing on a washable item such as a glass or water bottle, hand washing is recommended. We use high quality vinyl that will last for at least 5-7 years.', 'Please use care when applying to your new surface. Make sure the decal is not too hot or cold. Additionally, make sure the surface is clean and dry. Instructions are included in the package but we also suggest watching a YouTube video on vinyl application for best results. We ship all of our decals with transfer tape applied to the decal. The transfer tape allows for the decal to be applied to the surface. The transfer tape may or may not have grid lines on it. Once the decal is applied to the surface, the transfer tape is to be removed and should be discarded.', 'Because of the custom nature of this item, returns are only accepted if we have made an error/typo. Please double-check your order before you submit it to us!']",B01CTT9BMM,Awsome!!!,True,5.0,Split Inline Letter Monogram by An Engineered Craft - Personalized Vinyl Decal for Car/Phone/YETI cup,90461
My mother loved the cup I got for her,"['Each tumbler is personalized using laser engraving machines to permanently etch your choice of text into the surface of the tumbler. Our tumblers are vacuum insulated stainless steel, so they keep drinks hot or cold for hours. Includes a straw and lid.']",B07V5P6WHK,Loving,True,5.0,"Personalized Laser Engraved 22 oz Stainless Steel Tumbler with Custom Mama/Papa Bear and Cubs - Includes Straw and Lid - Bear, Mama, Papa, Cubs, Parent Gift, Mother's Day Gift, Father's Day Gift",51761
Awesome Brackets.,"['This Listing is for ONE BRACKET ONLY. (WOOD SHELF NOT INCLUDED). Each number quantity represents how many brackets you would like. For Example: ""Quantity: 1 = One Bracket. Quantity: 2 = Two Brackets And so on..."" Metal Size: 1.5"" Wide x 3/16"" Thick & 1"" or .75"" Lip on the front. Custom make it to any board you need. Weight Limit: Varies in size you pick, but all brackets are tested with 50lbs each. Color: Raw Rusty Metal. Surface Texture: flat textured. Stain/Coat: Clear Gloss coated. Weather Proof: Yes, Indoor or outside. ***Wall-mounting wood Stud Screws NOT included, Drywall anchors not included, because every wall is different... You need to use appropriate anchors, if stud is not available.***']",B07K2BBDPY,A rutic bracket for the country home,True,5.0,"Custom Hook Shelf Bracket Ordering, J Bracket, Metal Shelf Bracket, Industrial Shelf Bracket, Modern Shelf Bracket.",42218
Exactly like the picture my husband loved it,"['Preserve the uniqueness of your relationship with an aluminum wallet card mini love note. This wallet card has been laser engraved with the quote shown in the photo. Perfect for Deployment Gifts, Anniversary Gifts, Dating Gifts, Husband Gifts and more.', '...ITEM DETAILS... ~ Each metal wallet card is about the size and thickness of a credit card (3.5"" x 2"") ~ Crafted from lightweight, yet durable anodized aluminum ~ Laser engraved with the quote shown, this is not a personalized piece.  ~ Text appears as white, and is permanent and perfectly smooth....it won\'t wear off over time. We also offer personalized wallet cards AND wallets! Just copy and paste ""Frederick Engraving Wallet"" into the search field at the top of your screen.']",B01NAPAO2U,Five Stars,True,5.0,"Engraved Wallet Card Love Note, Husband Gifts from Wife, Aluminum Anniversary Gifts for Husband, Engraved Boyfriend Gift Idea, Valentines Day, Deployment Mini Wallet Insert for Men - WC02",19386
Very nice and thick,['8x10 UNFRAMED Prints'],B07ZV681K8,Review,True,5.0,"Motivational Office Decor, Inspirational Quote – 8x10 Teamwork Poster for HR, Team Leader, Manager, Boss, Entrepreneur - Leadership Wall Art Decoration – Unframed Picture",54802
My letter came out perfect and just as expected,"['Are you looking for REAL RUSTY Numbers and Letters made from corrugated tin roofing?  Our letters make rustic wall decor elements for any room. Use our rusty galvanized metal letters in your:  log cabin living room bedroom bathroom kids room laundry room or even more!  Each galvanized piece is unique. Each piece may contain rust, nail holes, weathering and other imperfections giving each piece it\'s own unique character. How To Order Multiple Letters For ordering multiple letters, please change the quantity to the total number you want. Enter one of the letters in the required letter field. Then in the Notes section of the customization, please tell us the letters you want. For example if you want ""HOME"" enter the quantity of 4, the letter H for your letter choice, then in the notes put ""Please send HOME "" you will not get 4 H\'s but the requested HOME. If you don\'t specify in the notes with the order you WILL get 4 H\'s.  If you realize you have made a mistake please cancel and reorder with the correct notes. Optional Wall Hanger Please specify if you want the hanger added to your letter. Hangers will only hold up to 30"" tall letters. Larger letters are too heavy for such attachment. Please attach Giant letters with screws or nails.  My customer\'s satisfaction is of utmost importance to me, please contact us first before leaving feedback.Base price is for 8"" tall letters. Please use a ruler or tape measure to visualize the height before ordering. Several sizes are pictured The main picture is 16"" M and 12"" T and W.']",B018RXP4M0,Beautiful work,True,5.0,"Rusty Tin Letters Rustic Metal Wall Decor 8"" - 36"" Galvanized Farmhouse Wedding Decorations",87171
Really nice. Got it before estimated delivery date and the wife loved it,"['This design is printed on uncolored cotton fabric, and makes the perfect gift for 2nd anniversary. Different dimensions available, ranging from 8x10 to 16x20, with framed or unframed options.']",B01M68Q05Z,Pretty awesome! Wife loved it,True,5.0,"2nd Anniversary Gift for Her or Him, First Dance Song",15985
Got these for a Ducati Scrambler and it complements the vintage scrambler look.  My only complaint is that the leather at the end should be thinner to make the closure look cleaner when you apply the glue / adhesive.  It looks better over time once the leather gets worn in and scuffed.,['| 100% Leather | 0% Compromise Handcrafted to last |'],B0BTYGY9W6,Looks BadAss!,True,4.0,Trip Machine Company Leather Motorcycle Grips Wrap Black,79247
Love this! Not one negative thing to say about these! Highly recommend these!,"['► THE WALL MUST BE DRY, LIGHT, SMOOTH, CLEAN, AND FREE OF DUST. IT IS NOT SUITABLE FOR THE TOO MUCH TEXTURED WALLS Floral wall decal, peony bouquet flowers removable peel and stick wall sticker INCLUDES: ► 6 Separate cut out peonies ranging in approximate sizes of 24""/61cm to 15.7""/40cm to 14.9""/38cm ► 14 Separate leaves and leaf clusters ranging in approximate sizes of 12.5""/32cm to 10.2""/26cm to 8.6""/22cm ► Quick installation – Just peel and stick – you can easily re-position if needed. ► Cut from premium self-adhesive decal material specifically designed for home decor ► Matte finish ► Removable►We strongly recommend applying the decals 3 weeks after painting.Peel and stick wall decal material may not stick to textured, newly painted, painted with acrylic paint wall ►Green guard gold certified HP Latex print quality']",B07M7PFZXV,Highly recommended!!!!,True,5.0,"Murwall Floral Peonies Wall Decal, Peony Bouquet Flowers Removable Peel and Stick Wall Sticker",44507
